seq,group,folder,ordinal,member,neutral_file,path,top,ok_broad,review,instrument_steal,status,final_source,shape,raw_consensus,raw_family,seconds,error,verification_note,third_party_enabled_rerun
164,3,one_shot_percussive_sounds/3,104,one_shot_percussive_sounds/3/143553.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00104.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.34,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
165,3,one_shot_percussive_sounds/3,105,one_shot_percussive_sounds/3/143554.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00105.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,0.56,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
166,4,one_shot_percussive_sounds/4,101,one_shot_percussive_sounds/4/204638.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00101.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,ui_blip,,,1.37,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
167,4,one_shot_percussive_sounds/4,102,one_shot_percussive_sounds/4/204639.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00102.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.41,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
168,4,one_shot_percussive_sounds/4,103,one_shot_percussive_sounds/4/204640.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00103.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.37,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
169,4,one_shot_percussive_sounds/4,104,one_shot_percussive_sounds/4/204641.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00104.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,hit_with_tail,,,1.32,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
170,4,one_shot_percussive_sounds/4,105,one_shot_percussive_sounds/4/204642.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00105.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,hit_with_tail,,,1.3,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
171,5,one_shot_percussive_sounds/5,101,one_shot_percussive_sounds/5/435694.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00101.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,single_hit,,,1.4,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
172,5,one_shot_percussive_sounds/5,102,one_shot_percussive_sounds/5/436648.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00102.wav,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.39,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
173,5,one_shot_percussive_sounds/5,103,one_shot_percussive_sounds/5/436649.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00103.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.23,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
174,5,one_shot_percussive_sounds/5,104,one_shot_percussive_sounds/5/437267.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00104.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.36,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
175,5,one_shot_percussive_sounds/5,105,one_shot_percussive_sounds/5/437268.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00105.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.28,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
176,1,one_shot_percussive_sounds/1,106,one_shot_percussive_sounds/1/14052.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00106.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.31,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
177,1,one_shot_percussive_sounds/1,107,one_shot_percussive_sounds/1/14056.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00107.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,texture_bed,,,0.64,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
178,1,one_shot_percussive_sounds/1,108,one_shot_percussive_sounds/1/14057.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00108.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.21,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
179,1,one_shot_percussive_sounds/1,109,one_shot_percussive_sounds/1/14059.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00109.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.26,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
180,1,one_shot_percussive_sounds/1,110,one_shot_percussive_sounds/1/14061.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00110.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,1.2,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
181,2,one_shot_percussive_sounds/2,106,one_shot_percussive_sounds/2/104224.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00106.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.33,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
182,2,one_shot_percussive_sounds/2,107,one_shot_percussive_sounds/2/104229.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00107.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.37,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
183,2,one_shot_percussive_sounds/2,108,one_shot_percussive_sounds/2/104230.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00108.wav,Drums/Percussion/Guiros Scrapes and Rasps/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,0.53,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
184,2,one_shot_percussive_sounds/2,109,one_shot_percussive_sounds/2/104231.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00109.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.31,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
185,2,one_shot_percussive_sounds/2,110,one_shot_percussive_sounds/2/104232.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00110.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.31,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
186,3,one_shot_percussive_sounds/3,106,one_shot_percussive_sounds/3/143662.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00106.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,single_hit,,,1.43,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
187,3,one_shot_percussive_sounds/3,107,one_shot_percussive_sounds/3/143663.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00107.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,single_hit,,,0.76,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
188,3,one_shot_percussive_sounds/3,108,one_shot_percussive_sounds/3/143664.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00108.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.4,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
189,3,one_shot_percussive_sounds/3,109,one_shot_percussive_sounds/3/143665.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00109.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,single_hit,,,0.55,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
190,3,one_shot_percussive_sounds/3,110,one_shot_percussive_sounds/3/143666.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00110.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.36,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
191,4,one_shot_percussive_sounds/4,106,one_shot_percussive_sounds/4/204643.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00106.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,ui_blip,,,1.33,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
192,4,one_shot_percussive_sounds/4,107,one_shot_percussive_sounds/4/204644.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00107.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,hit_with_tail,,,1.57,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
193,4,one_shot_percussive_sounds/4,108,one_shot_percussive_sounds/4/204645.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00108.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,single_hit,,,1.34,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
194,4,one_shot_percussive_sounds/4,109,one_shot_percussive_sounds/4/204646.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00109.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,ui_blip,,,1.4,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
195,4,one_shot_percussive_sounds/4,110,one_shot_percussive_sounds/4/204647.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00110.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,ui_blip,,,1.28,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
196,5,one_shot_percussive_sounds/5,106,one_shot_percussive_sounds/5/439747.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00106.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.42,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
197,5,one_shot_percussive_sounds/5,107,one_shot_percussive_sounds/5/439762.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00107.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.41,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
198,5,one_shot_percussive_sounds/5,108,one_shot_percussive_sounds/5/439763.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00108.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.25,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
199,5,one_shot_percussive_sounds/5,109,one_shot_percussive_sounds/5/439764.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00109.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,echo_tail_hit,,,1.34,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,yes
200,5,one_shot_percussive_sounds/5,110,one_shot_percussive_sounds/5/439765.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00110.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.2,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
