seq,group,folder,ordinal,member,neutral_file,path,top,ok_broad,review,instrument_steal,status,final_source,shape,raw_consensus,raw_family,seconds,error,source_results_file,verification_mode
1,1,one_shot_percussive_sounds/1,111,one_shot_percussive_sounds/1/14063.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00111.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.78,,results_offset110_pf5.csv,bulk_disabled_third_party
2,1,one_shot_percussive_sounds/1,112,one_shot_percussive_sounds/1/14065.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00112.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,1.87,,results_offset110_pf5.csv,bulk_disabled_third_party
3,1,one_shot_percussive_sounds/1,113,one_shot_percussive_sounds/1/14067.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00113.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,strong_consensus,,single_hit,,,1.69,,results_offset110_pf5.csv,bulk_disabled_third_party
4,1,one_shot_percussive_sounds/1,114,one_shot_percussive_sounds/1/14071.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00114.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.77,,results_offset110_pf5.csv,bulk_disabled_third_party
5,1,one_shot_percussive_sounds/1,115,one_shot_percussive_sounds/1/14077.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00115.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,texture_bed,,,0.85,,results_offset110_pf5.csv,bulk_disabled_third_party
6,2,one_shot_percussive_sounds/2,111,one_shot_percussive_sounds/2/104244.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00111.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,bass_phrase,,,2.08,,results_offset110_pf5.csv,bulk_disabled_third_party
7,2,one_shot_percussive_sounds/2,112,one_shot_percussive_sounds/2/104245.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00112.wav,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.96,,results_offset110_pf5.csv,bulk_disabled_third_party
8,2,one_shot_percussive_sounds/2,113,one_shot_percussive_sounds/2/104246.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00113.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,2.11,,results_offset110_pf5.csv,bulk_disabled_third_party
9,2,one_shot_percussive_sounds/2,114,one_shot_percussive_sounds/2/104247.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00114.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,2.39,,results_offset110_pf5.csv,bulk_disabled_third_party
10,2,one_shot_percussive_sounds/2,115,one_shot_percussive_sounds/2/104248.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00115.wav,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.79,,results_offset110_pf5.csv,bulk_disabled_third_party
11,3,one_shot_percussive_sounds/3,111,one_shot_percussive_sounds/3/143667.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00111.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.96,,results_offset110_pf5.csv,bulk_disabled_third_party
12,3,one_shot_percussive_sounds/3,112,one_shot_percussive_sounds/3/143668.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00112.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,single_hit,,,0.96,,results_offset110_pf5.csv,bulk_disabled_third_party
13,3,one_shot_percussive_sounds/3,113,one_shot_percussive_sounds/3/143669.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00113.wav,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,2.09,,results_offset110_pf5.csv,bulk_disabled_third_party
14,3,one_shot_percussive_sounds/3,114,one_shot_percussive_sounds/3/143670.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00114.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,hit_with_tail,,,2.06,,results_offset110_pf5.csv,bulk_disabled_third_party
15,3,one_shot_percussive_sounds/3,115,one_shot_percussive_sounds/3/143671.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00115.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,2.0,,results_offset110_pf5.csv,bulk_disabled_third_party
16,4,one_shot_percussive_sounds/4,111,one_shot_percussive_sounds/4/204648.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00111.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,solo_phrase,,,1.93,,results_offset110_pf5.csv,bulk_disabled_third_party
17,4,one_shot_percussive_sounds/4,112,one_shot_percussive_sounds/4/204650.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00112.wav,Drums/Hi Hats/Closed Hat/One Shots,Drums,True,False,False,strong_consensus,,texture_bed,,,1.9,,results_offset110_pf5.csv,bulk_disabled_third_party
18,4,one_shot_percussive_sounds/4,113,one_shot_percussive_sounds/4/204651.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00113.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.83,,results_offset110_pf5.csv,bulk_disabled_third_party
19,4,one_shot_percussive_sounds/4,114,one_shot_percussive_sounds/4/204652.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00114.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.91,,results_offset110_pf5.csv,bulk_disabled_third_party
20,4,one_shot_percussive_sounds/4,115,one_shot_percussive_sounds/4/204659.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00115.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,texture_bed,,,2.04,,results_offset110_pf5.csv,bulk_disabled_third_party
21,5,one_shot_percussive_sounds/5,111,one_shot_percussive_sounds/5/439766.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00111.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,texture_bed,,,0.93,,results_offset110_pf5.csv,bulk_disabled_third_party
22,5,one_shot_percussive_sounds/5,112,one_shot_percussive_sounds/5/439767.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00112.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.78,,results_offset110_pf5.csv,bulk_disabled_third_party
23,5,one_shot_percussive_sounds/5,113,one_shot_percussive_sounds/5/439768.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00113.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.86,,results_offset110_pf5.csv,bulk_disabled_third_party
24,5,one_shot_percussive_sounds/5,114,one_shot_percussive_sounds/5/439769.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00114.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.99,,results_offset110_pf5.csv,bulk_disabled_third_party
25,5,one_shot_percussive_sounds/5,115,one_shot_percussive_sounds/5/439770.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00115.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.79,,results_offset110_pf5.csv,bulk_disabled_third_party
1,1,one_shot_percussive_sounds/1,116,one_shot_percussive_sounds/1/14080.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00116.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,texture_bed,,,2.07,,results_offset115_pf5.csv,bulk_disabled_third_party
2,1,one_shot_percussive_sounds/1,117,one_shot_percussive_sounds/1/14083.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00117.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,2.18,,results_offset115_pf5.csv,bulk_disabled_third_party
3,1,one_shot_percussive_sounds/1,118,one_shot_percussive_sounds/1/14084.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00118.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,single_hit,,,1.92,,results_offset115_pf5.csv,bulk_disabled_third_party
4,1,one_shot_percussive_sounds/1,119,one_shot_percussive_sounds/1/14087.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00119.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,1.81,,results_offset115_pf5.csv,bulk_disabled_third_party
5,1,one_shot_percussive_sounds/1,120,one_shot_percussive_sounds/1/14479.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00120.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,1.92,,results_offset115_pf5.csv,bulk_disabled_third_party
6,2,one_shot_percussive_sounds/2,116,one_shot_percussive_sounds/2/104249.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00116.wav,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.76,,results_offset115_pf5.csv,bulk_disabled_third_party
7,2,one_shot_percussive_sounds/2,117,one_shot_percussive_sounds/2/104250.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00117.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,echo_tail_hit,,,2.04,,results_offset115_pf5.csv,bulk_disabled_third_party
8,2,one_shot_percussive_sounds/2,118,one_shot_percussive_sounds/2/104255.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00118.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,bass_phrase,,,1.01,,results_offset115_pf5.csv,bulk_disabled_third_party
9,2,one_shot_percussive_sounds/2,119,one_shot_percussive_sounds/2/104256.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00119.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,bass_phrase,,,1.15,,results_offset115_pf5.csv,bulk_disabled_third_party
10,2,one_shot_percussive_sounds/2,120,one_shot_percussive_sounds/2/104257.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00120.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,bass_phrase,,,1.06,,results_offset115_pf5.csv,bulk_disabled_third_party
11,3,one_shot_percussive_sounds/3,116,one_shot_percussive_sounds/3/143672.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00116.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.85,,results_offset115_pf5.csv,bulk_disabled_third_party
12,3,one_shot_percussive_sounds/3,117,one_shot_percussive_sounds/3/143673.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00117.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.98,,results_offset115_pf5.csv,bulk_disabled_third_party
13,3,one_shot_percussive_sounds/3,118,one_shot_percussive_sounds/3/143674.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00118.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.88,,results_offset115_pf5.csv,bulk_disabled_third_party
14,3,one_shot_percussive_sounds/3,119,one_shot_percussive_sounds/3/143675.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00119.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.95,,results_offset115_pf5.csv,bulk_disabled_third_party
15,3,one_shot_percussive_sounds/3,120,one_shot_percussive_sounds/3/143678.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00120.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.82,,results_offset115_pf5.csv,bulk_disabled_third_party
16,4,one_shot_percussive_sounds/4,116,one_shot_percussive_sounds/4/204660.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00116.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,texture_bed,,,2.36,,results_offset115_pf5.csv,bulk_disabled_third_party
17,4,one_shot_percussive_sounds/4,117,one_shot_percussive_sounds/4/204692.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00117.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,2.34,,results_offset115_pf5.csv,bulk_disabled_third_party
18,4,one_shot_percussive_sounds/4,118,one_shot_percussive_sounds/4/205016.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00118.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,1.92,,results_offset115_pf5.csv,bulk_disabled_third_party
19,4,one_shot_percussive_sounds/4,119,one_shot_percussive_sounds/4/205028.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00119.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,solo_phrase,,,2.25,,results_offset115_pf5.csv,bulk_disabled_third_party
20,4,one_shot_percussive_sounds/4,120,one_shot_percussive_sounds/4/205037.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00120.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,2.24,,results_offset115_pf5.csv,bulk_disabled_third_party
21,5,one_shot_percussive_sounds/5,116,one_shot_percussive_sounds/5/439771.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00116.wav,Drums/Hi Hats/Closed Hat/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.89,,results_offset115_pf5.csv,bulk_disabled_third_party
22,5,one_shot_percussive_sounds/5,117,one_shot_percussive_sounds/5/439772.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00117.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,echo_tail_hit,,,2.13,,results_offset115_pf5.csv,bulk_disabled_third_party
23,5,one_shot_percussive_sounds/5,118,one_shot_percussive_sounds/5/439773.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00118.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,placement_depth_broad_bucket,,texture_bed,,,1.98,,results_offset115_pf5.csv,bulk_disabled_third_party
24,5,one_shot_percussive_sounds/5,119,one_shot_percussive_sounds/5/439774.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00119.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,texture_bed,,,1.96,,results_offset115_pf5.csv,bulk_disabled_third_party
25,5,one_shot_percussive_sounds/5,120,one_shot_percussive_sounds/5/439775.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00120.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.85,,results_offset115_pf5.csv,bulk_disabled_third_party
1,1,one_shot_percussive_sounds/1,121,one_shot_percussive_sounds/1/14480.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00121.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.76,,results_offset120_pf5.csv,bulk_disabled_third_party
2,1,one_shot_percussive_sounds/1,122,one_shot_percussive_sounds/1/14481.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00122.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.91,,results_offset120_pf5.csv,bulk_disabled_third_party
3,1,one_shot_percussive_sounds/1,123,one_shot_percussive_sounds/1/14490.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00123.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,ui_blip,,,1.89,,results_offset120_pf5.csv,bulk_disabled_third_party
4,1,one_shot_percussive_sounds/1,124,one_shot_percussive_sounds/1/14491.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00124.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,6.82,,results_offset120_pf5.csv,fixed_third_party_enabled_individual
5,1,one_shot_percussive_sounds/1,125,one_shot_percussive_sounds/1/14492.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00125.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,ui_blip,,,1.75,,results_offset120_pf5.csv,bulk_disabled_third_party
6,2,one_shot_percussive_sounds/2,121,one_shot_percussive_sounds/2/104258.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00121.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,percussive_one_shot_parent_firewall,,bass_phrase,,,0.94,,results_offset120_pf5.csv,bulk_disabled_third_party
7,2,one_shot_percussive_sounds/2,122,one_shot_percussive_sounds/2/104800.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00122.wav,Drums/World Percussion/Latin Percussion/Conga/One Shots,Drums,True,False,False,strong_consensus,,single_hit,,,0.92,,results_offset120_pf5.csv,bulk_disabled_third_party
8,2,one_shot_percussive_sounds/2,123,one_shot_percussive_sounds/2/104845.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00123.wav,_TO_REVIEW/Broken Or Tiny,_TO_REVIEW,False,True,False,broken_or_tiny_review,,broken_or_tiny,,,0.09,,results_offset120_pf5.csv,bulk_disabled_third_party_broken_tiny_accepted
9,2,one_shot_percussive_sounds/2,124,one_shot_percussive_sounds/2/104846.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00124.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.78,,results_offset120_pf5.csv,bulk_disabled_third_party
10,2,one_shot_percussive_sounds/2,125,one_shot_percussive_sounds/2/104847.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00125.wav,Drums/Hi Hats/Closed Hat/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.72,,results_offset120_pf5.csv,bulk_disabled_third_party
11,3,one_shot_percussive_sounds/3,121,one_shot_percussive_sounds/3/143679.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00121.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.92,,results_offset120_pf5.csv,bulk_disabled_third_party
12,3,one_shot_percussive_sounds/3,122,one_shot_percussive_sounds/3/143680.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00122.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.99,,results_offset120_pf5.csv,bulk_disabled_third_party
13,3,one_shot_percussive_sounds/3,123,one_shot_percussive_sounds/3/143681.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00123.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.71,,results_offset120_pf5.csv,bulk_disabled_third_party
14,3,one_shot_percussive_sounds/3,124,one_shot_percussive_sounds/3/143684.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00124.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.81,,results_offset120_pf5.csv,bulk_disabled_third_party
15,3,one_shot_percussive_sounds/3,125,one_shot_percussive_sounds/3/143685.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00125.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.83,,results_offset120_pf5.csv,bulk_disabled_third_party
16,4,one_shot_percussive_sounds/4,121,one_shot_percussive_sounds/4/205040.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00121.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,strong_consensus,,single_hit,,,0.8,,results_offset120_pf5.csv,bulk_disabled_third_party
17,4,one_shot_percussive_sounds/4,122,one_shot_percussive_sounds/4/205058.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00122.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,solo_phrase,,,1.14,,results_offset120_pf5.csv,bulk_disabled_third_party
18,4,one_shot_percussive_sounds/4,123,one_shot_percussive_sounds/4/205061.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00123.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,pitched_repetition_phrase,,,1.91,,results_offset120_pf5.csv,bulk_disabled_third_party
19,4,one_shot_percussive_sounds/4,124,one_shot_percussive_sounds/4/205065.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00124.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,hit_with_tail,,,1.77,,results_offset120_pf5.csv,bulk_disabled_third_party
20,4,one_shot_percussive_sounds/4,125,one_shot_percussive_sounds/4/205070.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00125.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,hit_with_tail,,,1.84,,results_offset120_pf5.csv,bulk_disabled_third_party
21,5,one_shot_percussive_sounds/5,121,one_shot_percussive_sounds/5/439776.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00121.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.84,,results_offset120_pf5.csv,bulk_disabled_third_party
22,5,one_shot_percussive_sounds/5,122,one_shot_percussive_sounds/5/439777.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00122.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,texture_bed,,,2.0,,results_offset120_pf5.csv,bulk_disabled_third_party
23,5,one_shot_percussive_sounds/5,123,one_shot_percussive_sounds/5/439779.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00123.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.64,,results_offset120_pf5.csv,bulk_disabled_third_party
24,5,one_shot_percussive_sounds/5,124,one_shot_percussive_sounds/5/439780.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00124.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.73,,results_offset120_pf5.csv,bulk_disabled_third_party
25,5,one_shot_percussive_sounds/5,125,one_shot_percussive_sounds/5/439781.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00125.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,1.67,,results_offset120_pf5.csv,bulk_disabled_third_party
1,1,one_shot_percussive_sounds/1,126,one_shot_percussive_sounds/1/14493.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00126.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,1.86,,results_offset125_pf5.csv,bulk_disabled_third_party
2,1,one_shot_percussive_sounds/1,127,one_shot_percussive_sounds/1/14494.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00127.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,ui_blip,,,2.03,,results_offset125_pf5.csv,bulk_disabled_third_party
3,1,one_shot_percussive_sounds/1,128,one_shot_percussive_sounds/1/14495.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00128.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.68,,results_offset125_pf5.csv,bulk_disabled_third_party
4,1,one_shot_percussive_sounds/1,129,one_shot_percussive_sounds/1/14496.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00129.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,1.76,,results_offset125_pf5.csv,bulk_disabled_third_party
5,1,one_shot_percussive_sounds/1,130,one_shot_percussive_sounds/1/14497.wav,/mnt/data/perc_v31171/neutral_extract/g01/neutral_g01_00130.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.76,,results_offset125_pf5.csv,bulk_disabled_third_party
6,2,one_shot_percussive_sounds/2,126,one_shot_percussive_sounds/2/104849.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00126.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,solo_phrase,,,1.88,,results_offset125_pf5.csv,bulk_disabled_third_party
7,2,one_shot_percussive_sounds/2,127,one_shot_percussive_sounds/2/104851.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00127.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,solo_phrase,,,2.16,,results_offset125_pf5.csv,bulk_disabled_third_party
